mes_referencia,Cod_produto,Realizado,Forecast,Erro_Absoluto,MAPE,MAE,RMSE,Bias,SMAPE,Desvio_M3,Desvio_M6,Desvio_M12
2024-01,120002034,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002035,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002036,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002037,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002038,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002039,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002040,2741.0,2528.0,213.0,0.07770886537759941,213.0,1665.2741143346389,-213.0,0.08085025621560069,0.07770886537759941,0.07770886537759941,0.07770886537759941
2024-01,120002041,2559.0,1059.0,1500.0,0.5861664712778429,1500.0,1665.2741143346389,-1500.0,0.8291873963515755,0.5861664712778429,0.5861664712778429,0.5861664712778429
2024-01,120002043,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002044,10.0,0.0,10.0,1.0,10.0,1665.2741143346389,-10.0,2.0,1.0,1.0,1.0
2024-01,120002045,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002046,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002047,3186.0,4273.0,1087.0,0.3411801632140615,1087.0,1665.2741143346389,1087.0,0.29145998123072797,0.3411801632140615,0.3411801632140615,0.3411801632140615
2024-01,120002048,1573.0,2240.0,667.0,0.42403051493960586,667.0,1665.2741143346389,667.0,0.34985575662208235,0.42403051493960586,0.42403051493960586,0.42403051493960586
2024-01,120002049,4.0,0.0,4.0,1.0,4.0,1665.2741143346389,-4.0,2.0,1.0,1.0,1.0
2024-01,120002050,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002051,33.0,0.0,33.0,1.0,33.0,1665.2741143346389,-33.0,2.0,1.0,1.0,1.0
2024-01,120002052,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002054,-4.0,0.0,4.0,-1.0,4.0,1665.2741143346389,4.0,2.0,-1.0,-1.0,-1.0
2024-01,120002055,0.0,0.0,0.0,0.0,0.0,1665.2741143346389,0.0,0.0,0.0,0.0,0.0
2024-01,120002056,679.0,1533.0,854.0,1.2577319587628866,854.0,1665.2741143346389,854.0,0.7721518987341772,1.2577319587628866,1.2577319587628866,1.2577319587628866
2024-01,120002057,14.0,0.0,14.0,1.0,14.0,1665.2741143346389,-14.0,2.0,1.0,1.0,1.0
2024-01,120002064,194.0,189.0,5.0,0.02577319587628866,5.0,1665.2741143346389,-5.0,0.02610966057441253,0.02577319587628866,0.02577319587628866,0.02577319587628866
