Empresa;GRPCLIEN;TPCLIENTE;Linha;MODELO; Qtd_2024 ; Qtd_2025 ; Variacao 
1002;302;Z2;LCS;LCS 10; 1.927 ; 3.213 ; 1.286 
1002;302;Z2;LCS;LCS 15; 1.470 ; 1.298 ;-172 
1002;302;Z2;LCS;LCS 20; 1.444 ; 1.324 ;-120 
1002;302;Z2;PUR;BEB PREMIUM; 1.097 ; 193 ;-904 
1002;302;Z2;PUR;PUR PREMIUM; -   ; 147 ; 147 
1002;302;Z3;LCS;LCS 10; 40 ; 25 ;-15 
1002;302;Z3;LCS;LCS 15; 20 ; 6 ;-14 
1002;302;Z3;LCS;LCS 20; 20 ; 6 ;-14 
1002;302;Z3;PUR;PUR PREMIUM; -   ; 2 ; 2 
1002;401;Z1;PUR;ACQUA ELETRONICO; -   ; 75 ; 75 
1002;401;Z1;PUR;BEB PREMIUM; -   ; 696 ; 696 
1002;401;Z1;PUR;PUR PREMIUM; -   ; 649 ; 649 
1002;401;Z2;PUR;ACQUA COMPRESSOR;-6 ;-2 ; 4 
1002;401;Z2;PUR;ACQUA ELETRONICO; 289 ;-6 ;-295 
1002;401;Z2;PUR;BEB PREMIUM; 303 ; -   ;-303 
1002;401;Z2;PUR;PUR PREMIUM; 210 ; -   ;-210 
1002;401;Z3;PUR;ACQUA ELETRONICO;-1 ; 30 ; 31 
1002;401;Z3;PUR;BEB PREMIUM; 24 ; 6 ;-18 
1002;401;Z3;PUR;PUR PREMIUM; 7 ; -   ;-7 
1002;401;Z4;PUR;ACQUA COMPRESSOR; -   ;-2 ;-2 
1002;401;Z4;PUR;ACQUA ELETRONICO; 137 ; 11 ;-126 
1002;401;Z4;PUR;BEB PREMIUM; 533 ; 200 ;-333 
1002;401;Z4;PUR;FILTRO; 152 ; 64 ;-88 
1002;401;Z4;PUR;PUR PREMIUM; 532 ; 203 ;-329 
1002;402;Z1;PUR;PUR PREMIUM; 30 ; -   ;-30 
1002;402;Z3;PUR;ACQUA ELETRONICO; 20 ; -   ;-20 
1002;402;Z3;PUR;BEB PREMIUM; 10 ; -   ;-10 
1002;402;Z3;PUR;PUR PREMIUM; 10 ; -   ;-10 
1002;402;Z4;PUR;ACQUA ELETRONICO; 20 ; 2 ;-18 
1002;402;Z4;PUR;BEB PREMIUM; 8 ; 5 ;-3 
1002;402;Z4;PUR;FILTRO; 133 ; 158 ; 25 
1002;402;Z4;PUR;PUR PREMIUM; 30 ; 24 ;-6 
1002;403;Z3;LCA;LCA 12; 8 ; -   ;-8 
1002;403;Z3;LCA;LCA 15; 4 ; -   ;-4 
1002;403;Z3;LCS;LCS 10; 105 ; -   ;-105 
1002;403;Z3;LCS;LCS 15; 65 ; -   ;-65 
1002;403;Z3;LCS;LCS 20; 34 ; -   ;-34 
1002;403;Z3;PUR;BEB PREMIUM; 28 ; -   ;-28 
1002;403;Z3;PUR;PUR PREMIUM; 20 ; -   ;-20 
1002;403;Z4;ARM;FIRENZE; 116 ; -   ;-116 
1002;403;Z4;ARM;VERONA PLUS; 26 ; -   ;-26 
1002;403;Z4;CEN;CENTRIFUGA; 8 ; -   ;-8 
1002;403;Z4;LCA;LCA 12; 54 ; -   ;-54 
1002;403;Z4;LCA;LCA 15; 12 ; -   ;-12 
1002;403;Z4;LCS;LCS 10; 366 ; -   ;-366 
1002;403;Z4;LCS;LCS 15; 184 ; -   ;-184 
1002;403;Z4;LCS;LCS 20; 115 ; -   ;-115 
1002;403;Z4;PUR;ACQUA COMPRESSOR;-1 ; -   ; 1 
1002;403;Z4;PUR;ACQUA ELETRONICO; 25 ; -   ;-25 
1002;403;Z4;PUR;BEB PREMIUM; 204 ; -   ;-204 
1002;403;Z4;PUR;FILTRO; 1.114 ; -   ;-1.114 
1002;403;Z4;PUR;PUR PREMIUM; 208 ; -   ;-208 
1002;405;Z1;LCS;LCS 15; -   ;-1 ;-1 
1002;405;Z1;PUR;BEB PREMIUM; -   ; 5 ; 5 
1002;601;Z1;LCS;LCS 10; -   ; 710 ; 710 
1002;601;Z1;LCS;LCS 20; -   ; 354 ; 354 
1002;601;Z1;PUR;ACQUA ELETRONICO; -   ; 600 ; 600 
1002;601;Z1;PUR;BEB PREMIUM; -   ; 100 ; 100 
1002;601;Z1;PUR;PUR PREMIUM; -   ; 100 ; 100 
1002;601;Z3;ARM;FIRENZE; 449 ; -   ;-449 
1002;601;Z3;ARM;VERONA PLUS; 282 ; 2 ;-280 
1002;601;Z3;CEN;CENTRIFUGA; 396 ; 550 ; 154 
1002;601;Z3;DEP;COOK 60; 160 ; 79 ;-81 
1002;601;Z3;DEP;COOK 80; 337 ; 307 ;-30 
1002;601;Z3;LCA;LCA 12; 1.300 ; 882 ;-418 
1002;601;Z3;LCA;LCA 15; 247 ; 255 ; 8 
1002;601;Z3;LCS;LCS 10; 18.150 ; 13.411 ;-4.739 
1002;601;Z3;LCS;LCS 15; 4.740 ; 4.443 ;-297 
1002;601;Z3;LCS;LCS 16;-1 ; -   ; 1 
1002;601;Z3;LCS;LCS 20; 9.997 ; 6.967 ;-3.030 
1002;601;Z3;PUR;ACQUA COMPRESSOR;-4 ;-3 ; 1 
1002;601;Z3;PUR;ACQUA ELETRONICO; 2.684 ; 368 ;-2.316 
1002;601;Z3;PUR;BEB PREMIUM; 2.649 ; 1.366 ;-1.283 
1002;601;Z3;PUR;FILTRO; 219 ; 270 ; 51 
1002;601;Z3;PUR;PUR PREMIUM; 2.490 ; 1.000 ;-1.490 
1002;601;Z4;ARM;FIRENZE; 1.017 ; -   ;-1.017 
1002;601;Z4;ARM;VERONA PLUS; 987 ; -   ;-987 
1002;601;Z4;CEN;CENTRIFUGA; 286 ; 161 ;-125 
1002;601;Z4;DEP;COOK 60; 37 ; 39 ; 2 
1002;601;Z4;DEP;COOK 80; 166 ; 202 ; 36 
1002;601;Z4;LCA;LCA 12; 957 ; 682 ;-275 
1002;601;Z4;LCA;LCA 15; 132 ; 85 ;-47 
1002;601;Z4;LCS;LCS 10; 12.890 ; 11.859 ;-1.031 
1002;601;Z4;LCS;LCS 12;-2 ; -   ; 2 
1002;601;Z4;LCS;LCS 15; 5.117 ; 4.635 ;-482 
1002;601;Z4;LCS;LCS 16;-1 ; -   ; 1 
1002;601;Z4;LCS;LCS 20; 4.340 ; 4.611 ; 271 
1002;601;Z4;PUR;ACQUA COMPRESSOR;-30 ;-2 ; 28 
1002;601;Z4;PUR;ACQUA ELETRONICO; 188 ; 133 ;-55 
1002;601;Z4;PUR;BEB PREMIUM; 4.121 ; 2.199 ;-1.922 
1002;601;Z4;PUR;FILTRO; 1.805 ; 2.274 ; 469 
1002;601;Z4;PUR;PUR PREMIUM; 3.067 ; 1.476 ;-1.591 
1002;901;Z1;CEN;CENTRIFUGA; -   ; 771 ; 771 
1002;901;Z1;DEP;COOK 60; -   ; 234 ; 234 
1002;901;Z1;DEP;COOK 80; -   ; 199 ; 199 
1002;901;Z1;LCA;LCA 12; -   ; 500 ; 500 
1002;901;Z1;LCS;LCS 10; -   ; 3.383 ; 3.383 
1002;901;Z1;LCS;LCS 15; -   ; 2.299 ; 2.299 
1002;901;Z1;LCS;LCS 20; -   ; 2.351 ; 2.351 
1002;901;Z1;PUR;BEB PREMIUM; -   ; 622 ; 622 
1002;901;Z1;PUR;PUR PREMIUM; -   ; 307 ; 307 
1002;901;Z2;CEN;CENTRIFUGA; -   ; 992 ; 992 
1002;901;Z2;DEP;COOK 60; -   ; 18 ; 18 
1002;901;Z2;DEP;COOK 80; -   ; 39 ; 39 
1002;901;Z2;LCA;LCA 12; -   ; 93 ; 93 
1002;901;Z2;LCS;LCS 10; -   ; 3.302 ; 3.302 
1002;901;Z2;LCS;LCS 15; -   ; 2.130 ; 2.130 
1002;901;Z2;LCS;LCS 20; -   ; 1.276 ; 1.276 
1002;901;Z2;PUR;PUR PREMIUM; -   ;-1 ;-1 
1002;SGV;Z4;LCS;LCS 15; -   ; 2 ; 2 
1002;SGV;Z4;PUR;BEB PREMIUM; 2 ; -   ;-2 
1002;SGV;Z4;PUR;PUR PREMIUM; 10 ; 3 ;-7 
1002;SGV;Z5;LCS;LCS 10; -   ; 7 ; 7 
1002;SGV;Z5;LCS;LCS 20; -   ; 7 ; 7 
1002;SGV;Z5;PUR;PUR PREMIUM; -   ; 3 ; 3 
